Id,ImageId,Malignant,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
29,IM_000820,0,24.618774964091056,35.549394360136496,0.09346821881514872,-0.012992010774716569,0.03649404583545368,124.0,75.0,27.0,0.5307479880684335,19.139263709842513,156.79462146014006,105.42501544024924,72.69834483968806,7.700602609692061,16.834717510201852,23.397928515138144,105.0,44.0,6.0,255.0,254.0,249.0,1.2553775751297953,32.695293480525145,7.700602609692061,0.12250196147610964,0.4728724441124688,0.4805512986379855,0.3977644821857407,0.3876887991329442
30,IM_000868,0,26.23019869597712,37.835507563848154,0.0982939195254,-0.0015965507288954741,0.033632583479997764,22.0,19.0,10.0,0.31700538964207703,16.489206616540372,238.08028479722316,152.820036174684,145.56523466496597,12.602128502819426,25.505396630438266,31.985657391685713,88.0,22.0,4.0,255.0,230.0,245.0,3.4537856663668483,25.125550163552948,12.602128502819426,0.2383676086022197,0.5454522161595948,0.5394028678669429,0.5726527846432963,0.5107479514422131
31,IM_000869,0,22.000678540364042,53.70493057484664,0.2261345562504605,-0.02433627917008324,0.050693571297860895,40.0,38.0,12.0,0.6020116844148922,17.650149990379322,183.28703661295788,141.62127985050702,119.2955097142962,29.46573352510428,40.99950931733889,40.71513346839737,43.0,17.0,3.0,255.0,248.0,255.0,3.3735297567817013,33.204495548387236,29.46582704871189,0.385871422102872,0.4808700941972978,0.2946606594223348,0.27283533183081,0.2807696979237848
32,IM_000354,0,23.685153741405106,24.370694147907805,0.21408355398235468,-0.009226000221189969,0.0447143861139897,5.0,3.0,5.0,0.4111688047534911,14.833149014064984,136.66351468335887,110.04191915828727,95.4432975960578,26.863387516202092,35.326690132987814,38.91513362714162,64.0,33.0,21.0,235.0,214.0,211.0,3.5212591033253475,42.587149519470366,26.863387516202092,0.1751273837884314,0.3081448636999133,0.2631585881538563,0.20788702028727155,0.20275506962687306
33,IM_000712,0,16.368529790498112,33.924820932458445,0.23259814093068026,-0.02944563682037088,0.061762742807350175,79.0,35.0,8.0,0.6172119918872804,18.247023270228006,205.96435080380698,141.30377527858963,110.51636780177898,26.26710423288004,40.45940310329985,43.82617482784012,66.0,16.0,0.0,253.0,226.0,211.0,1.9406885161468976,37.81551797941414,26.26710423288004,0.126636918415338,0.2672656246587666,0.2849115288366185,0.2582950990817849,0.25517138361601466
34,IM_000089,0,25.476196360751857,41.845650308762934,0.09077839201540527,-0.0195742061286418,0.02593176229936001,179.0,139.0,41.0,0.31759495788396186,20.26446191561202,150.89685538851225,82.98107609572297,62.40904759054364,15.667280592581784,22.09912559444568,22.52329721850086,76.0,21.0,10.0,252.0,242.0,241.0,1.3103038808235945,27.44428556366323,15.667347878933773,0.4747993897401252,0.7022528750520243,0.6187356590518248,0.5498927332919389,0.5440353322697381
35,IM_000208,0,21.561889290699668,33.93920049632248,0.2295185863327025,-0.028684526189482033,0.047782063470915626,27.0,16.0,8.0,0.7778711280426543,16.833160003637712,164.81040785075658,124.44679992755172,93.78603889154165,28.76859776042345,39.50223822727581,38.06878399588821,76.0,30.0,12.0,219.0,206.0,187.0,3.299834520348877,35.3295016056741,28.76859776042345,0.14431428483730185,0.3426157744018936,0.2871904094220804,0.2637965908144138,0.2626618737996307
36,IM_000870,0,18.18487997133644,29.791971087190188,0.22728581092668554,-0.011021797310545922,-0.023920566658951703,3.0,2.0,8.0,0.6376709066311543,14.909326954921214,110.32263723645178,74.24630793276131,57.99735255653727,45.91414754375967,36.9133272598284,27.655679652146944,15.0,3.0,0.0,221.0,186.0,166.0,4.07543199856438,24.630666059016352,45.91414754375967,0.32511883580429857,0.35353880957869044,0.2764434133826941,0.28120122685070503,0.31231747000712673
37,IM_000684,0,31.082956689075413,35.84891817640877,0.3750458377062818,-0.059567676410850375,0.0641719700540162,19.0,9.0,2.0,0.7452105083494109,17.15462167747634,185.614230085819,115.91189999117867,86.7675450203521,46.714171720901355,57.63795797037618,52.86834952219552,26.0,10.0,1.0,255.0,248.0,225.0,3.455362689620391,42.762726709106325,46.714171720901355,0.07637165831333398,0.16271240464962486,0.15460053620304812,0.14759758208245952,0.15777892687722567
38,IM_000295,0,24.10186838894689,37.46745569572491,0.2209944589079434,-0.02450500032818259,0.053561270362902924,131.0,43.0,8.0,0.5575374077516593,18.21892417139016,211.68627710790162,118.31556531450528,92.76926814186652,25.88125264451272,34.734422319032156,44.07088688719795,92.0,0.0,0.0,255.0,215.0,222.0,2.5138494438709666,40.29414022752149,25.88125264451272,0.1366876591932059,0.1701153036501542,0.21701441936637933,0.18225023877197535,0.1857124925388772
39,IM_000574,0,18.734162484227323,29.232158618149644,0.09870305925352417,-0.004085449499106997,0.04404577466434778,44.0,13.0,32.0,0.40417826478857344,18.79479903134996,186.21822521635352,131.0048064068033,108.72045016314829,6.738559669572749,17.487895209927533,27.181200985024773,153.0,72.0,40.0,221.0,184.0,177.0,2.290347254852758,32.903009769952966,6.738559669572749,0.3053410531460137,0.30821395523842365,0.452815151836029,0.2925650043946916,0.2315348630094588
40,IM_000110,0,26.26629962043334,35.119617863356005,0.1828889872486388,-0.023875862557657283,0.043484005121959934,19.0,24.0,7.0,0.5295861354817333,17.525603992199873,204.4913739895672,149.14563672201652,121.38332238282959,29.360338079320265,38.716709483559335,39.143589738401495,71.0,33.0,17.0,255.0,255.0,255.0,2.7720190713979767,30.3333619142638,29.35914714881027,0.2664221814769103,0.4170127441504888,0.4123320424812735,0.3351987186649448,0.3712449240483482
41,IM_000055,0,15.414354643276447,46.9678838055338,0.15677794481338994,-0.029238553355890262,0.06258257806296197,58.0,42.0,20.0,0.7757797940516891,18.35611017868694,175.02172775251825,130.63207555445095,100.45252847180595,11.53282177538815,26.025835601270682,29.081960693683172,85.0,35.0,5.0,237.0,216.0,192.0,2.6121093848910704,34.33924098232915,11.53282177538815,0.1125388665031914,0.2935816252381388,0.3337675026673669,0.20029902427926605,0.22293201156619852
42,IM_000463,1,25.308473165402237,49.146003250161435,0.07833756942717979,-0.00694471448307521,0.03516831647992502,27.0,15.0,9.0,0.4425363613146201,17.308097338180538,177.5868166810833,153.73609605146137,125.25798296804376,6.703691644339679,16.172683584040968,21.356859647967433,124.0,76.0,34.0,196.0,189.0,173.0,3.233564953633325,25.501514100497523,6.704657572081647,0.33113204315294603,0.3420564437570733,0.6153464320526141,0.360993832341457,0.37828108005506855
43,IM_000223,1,9.359570999481047,49.372445208603075,0.1421021093870159,-0.024364569469398467,0.047759304671812434,22.0,18.0,9.0,0.7115443336713863,17.505325674443796,148.12502724223532,99.38990681826637,74.47597633513531,14.077987219238679,24.222138538558763,26.88084696648349,71.0,18.0,0.0,194.0,158.0,145.0,1.4989466571047891,36.71998662113969,14.077987219238679,0.18532570071538826,0.3833416801174084,0.2799586790011626,0.23006046083453885,0.24284793613286396
44,IM_000706,0,19.770912495781022,39.74384574346468,0.19700912758752984,-0.023934372933007986,0.021537837357242462,44.0,18.0,15.0,0.6194642397551385,16.449507758250522,116.74163802221048,77.2597831835008,54.12979243786357,28.420513891066562,31.333568028157373,28.36176273973815,28.0,18.0,3.0,177.0,159.0,145.0,2.787537847892108,33.405845365478164,28.420513891066562,0.15621435537872422,0.2052761167210635,0.311900805491636,0.30175527393021856,0.3201616544296921
45,IM_000079,1,26.580061430922875,35.42856509583021,0.1757807053948114,-0.021639489025806258,0.04720188674936943,380.0,295.0,144.0,0.8024291683060609,22.467294992181248,149.0348916851171,115.57232685815042,93.73251617126007,35.58400384533515,37.381895480916185,38.90306005517089,23.0,19.0,13.0,198.0,196.0,213.0,24.165407110468827,51.151869039687575,33.781791771514676,0.27859806104123885,0.4368383731641487,0.5631458887084679,0.3974153271014158,0.3979145336697063
46,IM_000241,1,17.759018707944485,35.711291229643265,0.025332969079336715,-0.009452933745273671,0.016090819195387462,25.0,37.0,21.0,0.7012459816614971,16.92182251527657,201.45821885102816,183.19042027726243,169.66251790620672,11.145363120067993,19.039170730998997,20.57954119670737,91.0,63.0,47.0,255.0,255.0,250.0,6.063520133115119,17.366780915541774,11.182788829407079,0.3570258991621205,0.8416797410198208,0.6795375934541888,0.7536177882683778,0.797661330246958
47,IM_000789,0,21.20930874975568,40.95218711316698,0.16735347871673226,-0.004294390660205871,0.03276046876354721,51.0,30.0,17.0,0.6641607444939627,17.528186659717306,150.2831996596769,113.62503761192792,107.12618931509978,20.25037711347202,26.655560173396697,31.173660287018727,85.0,49.0,40.0,195.0,178.0,187.0,4.838465921969248,27.406268033437136,20.25037711347202,0.1473283118006503,0.2621180573617272,0.2863160062144777,0.2752424109496389,0.2738709765413425
48,IM_000426,1,16.921899770216086,38.069862918710044,0.22528002912643705,-0.02404647511199309,0.013426834434004055,54.0,47.0,16.0,0.4899066964050716,17.619264927794198,182.294829658158,104.85680088416564,65.8837457348179,41.467132785931305,36.98937510009045,34.0920406618114,43.0,0.0,0.0,255.0,227.0,206.0,1.9302118923337224,31.23721570934609,41.467132785931305,0.12921900854451693,0.5807392034502172,0.29839706624539536,0.2591586302333185,0.2695373472702792
49,IM_000571,0,9.25035552003816,47.39005042244146,0.17597157382776898,-0.022744198235752026,0.07730336221605594,57.0,42.0,51.0,0.7592425053367867,20.346968921393792,215.86209309339787,141.9803152476425,126.05181774129223,13.794196870329824,32.89912688919517,45.603032298046024,162.0,48.0,34.0,249.0,204.0,206.0,3.8064540312503468,45.95101300851342,13.794196870329824,0.3029743983167353,0.5192790876546902,0.4765284431124653,0.25019255385286426,0.23289356777392334
50,IM_000616,0,25.425710509764773,41.698014383356174,0.03206385707193105,-0.00034350956395801097,0.026970843232179686,168.0,152.0,90.0,0.6298922088361926,18.716854688656923,200.26189315284375,141.0979343684214,130.07058133005506,6.349380427303416,9.831464021664418,15.753592812923806,148.0,83.0,58.0,255.0,247.0,255.0,3.373159245184141,18.44525443701022,6.3493994389331565,0.3232002735780559,0.5152573979541227,0.8164062614961589,0.675313549727272,0.485404111710297
51,IM_000005,1,17.90492816694755,25.35653181821414,0.03346039423538893,-0.014481618536980543,0.02378645027600168,48.0,65.0,29.0,0.669396791512921,18.65505642946357,166.66125068725648,127.2329620156336,111.21665431597064,13.13127800377342,21.25148242901093,25.451380329285392,82.0,42.0,18.0,253.0,225.0,221.0,3.1184188829628328,29.44313596117871,13.131538319350105,0.16302427069475034,0.5726440134566624,0.7464036381533176,0.7865181659192747,0.8235899251580683
52,IM_000588,0,18.13239624925473,41.410964967750104,0.1884143011575444,-0.011623638299228191,0.053503815900058704,8.0,2.0,6.0,0.6083826915853935,16.662041227459916,197.6901740130869,165.51109153663626,135.65930826202631,20.032370326086987,35.003377672569904,44.82524896465529,39.0,7.0,0.0,225.0,220.0,202.0,2.4182556383302414,43.370734014048224,20.032370326086987,0.3964299257061839,0.627228401574311,0.21265334295003308,0.2430697358033972,0.28126027374757623
53,IM_000890,0,7.1842875182531065,60.648048931316346,0.05933859281705356,-0.0168226176685789,0.02534346497654294,30.0,21.0,16.0,0.7624128972209997,16.520168543568367,183.73266760560398,119.1937246513401,93.10055806762466,7.512636024602751,14.062005012653485,15.297856382687346,76.0,29.0,11.0,200.0,152.0,129.0,1.0606881371016232,17.669324084836173,7.512636024602751,0.19376214315034404,0.7546953604792989,0.6106410684008925,0.4067821974573173,0.4617280486162314
54,IM_000549,0,21.04420258520057,27.65020007186752,0.05971246541358799,-0.007361552477466615,0.023986285728309745,117.0,88.0,70.0,0.4193843768104282,18.89479594551489,154.19949457410436,125.10362249043419,104.38524571803262,10.517923197451596,16.031219419045172,20.53641240969881,40.0,11.0,0.0,254.0,233.0,232.0,2.158649801270181,25.612521218733605,10.51804501867723,0.14914089895198765,0.5933785403331401,0.7983617187708512,0.5164810411653697,0.5465420506035987
55,IM_000161,0,21.01836541465136,47.78598939544499,0.07375665944196708,-0.005931400751072569,0.01820112461494772,101.0,229.0,175.0,0.5532367229561738,20.235687879381523,114.39196887491131,82.28116200976653,65.09889930749745,10.556686083121821,14.837516273761107,17.038796200910493,43.0,28.0,21.0,176.0,159.0,152.0,1.2891907546982357,26.03672624761532,10.556686083121821,0.3446777404988953,0.5256735431750928,0.5255841946028064,0.4486096021488607,0.4617709405018888
56,IM_000521,0,21.40772696792665,42.009349995175384,0.05041767693680044,-0.02336734828293324,0.03341717722340454,306.0,193.0,114.0,0.3014095350061958,19.612647270218307,157.74840120365513,79.79499925723034,97.22159826842592,24.06986122131545,27.72961431388231,32.685610994303715,42.0,0.0,0.0,255.0,255.0,255.0,5.06443368289098,30.35354288477629,24.15673329890076,0.18806283495338455,0.8430498870483195,0.8762591544163361,0.7506773719265253,0.7885872023591667
57,IM_000404,0,19.11509414529106,35.55674412031703,0.15578593686075398,-0.01920529024371137,0.038266100051647885,35.0,28.0,7.0,0.6715083338226568,17.652057470878717,174.06027682122996,126.34055593181536,89.12070626615666,17.025684254799142,25.845389659469586,27.435146098568737,109.0,53.0,30.0,242.0,212.0,184.0,1.7461068573294818,27.648421284837042,17.025684254799142,0.1884497790359979,0.3001569970276321,0.2902878823147265,0.24441992817879166,0.23503012880908986
58,IM_000512,0,22.402499135030517,25.112546319742865,0.16332934935528431,-0.01869041371141711,0.04326390585204254,28.0,15.0,6.0,0.2731299993220351,16.557875966924268,165.44262645815292,127.35566196322144,88.09066272731906,16.2268957473456,25.322986960352893,27.991310897057318,103.0,47.0,14.0,217.0,187.0,158.0,2.1299290150641785,30.515129320405407,16.2268957473456,0.2479674258497651,0.34968834384517866,0.18874385703460672,0.16659825130831088,0.15844488714797486
59,IM_000731,1,25.018342208896453,55.629049941824036,0.24338251460076574,-0.04927013538058261,0.09018972749028188,13.0,15.0,8.0,0.8198944968704152,17.335049193209137,182.4776213062577,132.5088898562359,101.42425955553546,26.9277841614002,49.81703336944605,51.00980237083601,70.0,18.0,8.0,243.0,246.0,228.0,4.8303907233212335,58.30019962082317,26.93276213107332,0.4269449826309771,0.6900368906684051,0.4669332161613191,0.308900212846578,0.2970122965761775
60,IM_000819,0,19.776770687592517,24.50063667404721,0.12585217524333742,-0.022676377827180072,0.03558042401578099,42.0,46.0,21.0,0.8640185723131458,17.893170396698675,182.7871921261813,121.20629211124434,97.72188109338856,16.27197344906044,26.229319949250737,27.185966740677838,69.0,8.0,0.0,218.0,173.0,159.0,1.6015721860594243,27.88132687675029,16.27197344906044,0.20176072213579194,0.7420721056278555,0.4028879837401767,0.3848313620135677,0.42491822308223226
